Soort;Code;Naam;Omschrijving;Begindatum;Einddatum;Parent;Informatiedomein
MATERIAALDETAILSOORT;PRI;Porisosteen;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
MATERIAALDETAILSOORT;PSE;Porselein;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
MATERIAALDETAILSOORT;BAK;Baksteen;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
MATERIAALDETAILSOORT;CAL;Calciumsilicaat;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
MATERIAALDETAILSOORT;KUN;Kunststeen;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
MEDEWERKERROL;BHV;BHV-er;;26-08-2022;;;Organisatie
MEDEWERKERROL;SCR;Scrummaster;;26-08-2022;;;Organisatie
MEDEWERKERROL;VER;Vertrouwenspersoon;;26-08-2022;;;Organisatie
MEDEWERKERSOORT;DIE;in dienst;;26-08-2022;;;Organisatie
MEDEWERKERSOORT;FAM;meewerkende partner;;26-08-2022;;;Organisatie
MEDEWERKERSOORT;INH;inhuur: zzp / payroll / detachering;;26-08-2022;;;Organisatie
MEDEWERKERSOORT;OPR;oproepkracht;;26-08-2022;;;Organisatie
MEDEWERKERSOORT;STA;stagair;;26-08-2022;;;Organisatie
MEETEENHEID;CM;Centimeter;Aantal uitgedrukt in centimeters;;;;Financiën
MEETEENHEID;FTE;Omvang personeelsbestand;;;;;Financiën
MEETEENHEID;GRM;Gram;Aantal uitgedrukt in gram;;;;Financiën
MEETEENHEID;KGR;Kilogram;;;;;Financiën
MEETEENHEID;LTR;Liter;;;;;Financiën
MEETEENHEID;M2;Vierkante meter, m2;;;;;Financiën
MEETEENHEID;M3;Kubieke meter, m3;;;;;Financiën
MEETEENHEID;MIN;Minuten;Aantal uitgedrukt in minuten, bijvoorbeeld 15 minuten reistijd;;;;Financiën
MEETEENHEID;MTR;Meter;;;;;Financiën
MEETEENHEID;STU;Stuks;Aantal uitgedrukt per stuk, bijvoorbeeld 2 stuks deurklink, 10 stuks schroeven, etc.;;;;Financiën
MEETEENHEID;UUR;Uren;Aantal uitgedrukt in uren, bijvoorbeeld 2,5 uur werktijd. 15 minuten kan uitgedrukt worden in 0,25 uur;;;;Financiën
ONDERHOUDSBESTEDINGSOORT;MAT;Materiaal;Verbruikt materiaal. Met name gebruikt bij afrekenwijze nacalculatie om het verbruikte materiaal door te belasten;;;;Onderhoud
ONDERHOUDSBESTEDINGSOORT;OND;Onderbroken tijd;Wanneer een uitvoerende de werkzaamheden tijdelijk moet stilleggen (bijvoorbeeld voor het ophalen van materiaal) kan deze bestedingssoort gebruikt worden.;;;;Onderhoud
ONDERHOUDSBESTEDINGSOORT;OVE;Overige kosten;Overige bestedingen die niet onder één van de andere bestedingssoorten vallen;;;;Onderhoud
ONDERHOUDSBESTEDINGSOORT;PAK;Pakbonkosten;Pakbonkosten;;;;Onderhoud
ONDERHOUDSBESTEDINGSOORT;REI;Reistijd;Reistijd van de uitvoerende;;;;Onderhoud
ONDERHOUDSBESTEDINGSOORT;UIT;Uitwerktijd;Uitwerktijd van de uitvoerende na uitvoering werk. Kan gebruikt worden voor de tijd nadat de werkzaamheden door de uitvoerende zijn uitgevoerd en het moment waarop de uitvoerende beschikbaar is voor een vervolgtaak;;;;Onderhoud
ONDERHOUDSBESTEDINGSOORT;VAS;Vaste taakprijs;Besteding is een vaste taakprijs conform een eenheidsprijzenlijst/prijzenboek. Bij een afrekenwijze Nacalculatie Eenheidsprijzen kan gebruik gemaakt worden van deze soort om de verschillende taakprijzen op te voeren.;;;;Onderhoud
ONDERHOUDSBESTEDINGSOORT;WER;Werktijd;Werktijd van de uitvoerende. Met name gebruikt bij afrekenwijze Nacalculatie om gewerkte uren door te belasten;;;;Onderhoud
ONDERHOUDSLABEL;BAS;Basis onderhoud;;;;;Vastgoed
ONDERHOUDSLABEL;GEE;Geen onderhoud;;;;;Vastgoed
ONDERHOUDSLABEL;MON;Monument onderhoud;;;;;Vastgoed
ONDERHOUDSLABEL;VOL;Volledig onderhoud;;;;;Vastgoed
ONDERHOUDSLABEL;WIN;Wind en waterdicht houden;;;;;Vastgoed
ONDERHOUDSOORT;INS;Inspectie;Opdracht tot het uitvoeren van inspectie-/inventarisatie-werkzaamheden om vast te stellen óf en zo ja welke onderhoudswerkzaamheden moeten worden uitgevoerd. Dit kan een inspectie zijn naar aanleiding van een onduidelijk reparatieverzoek of naar aanleiding van een verhuurmutatie.;;;;Onderhoud
ONDERHOUDSOORT;MUT;Mutatie;Opdracht tot het uitvoeren van onderhoudswerkzaamheden naar aanleiding van een verhuurmutatie.;;;;Onderhoud
ONDERHOUDSOORT;PLN;Planmatig;Opdracht tot het uitvoeren van onderhoudswerkzaamheden naar aanleiding van een goedgekeurd MJO-budget;;;;Onderhoud
ONDERHOUDSOORT;PRJ;Projectmatig;Opdracht tot het uitvoeren van onderhoudswerkzaamheden naar aanleiding van een investeringsproject zoals verduurzaming, renovatie, etc.;;;;Onderhoud
ONDERHOUDSOORT;REP;Reparatie;Opdracht tot het uitvoeren van reparatiewerkzaamheden naar aanleiding van een geconstateerd defect;;;;Onderhoud
ONDERHOUDSOORT;WMO;WMO Aanpassing;Bij benodigde aanpassing van de woning bij de zittende huurder (door ouderdom, invaliditeit aanbrengen van WMO-aanpassing);;;;Onderhoud
ONDERHOUDSOORT;WOV;Woningverbetering;Bij aanpassing op verzoek van de huurder voor verbetering van het woongenot. Voorbeeld is het voortijdig vervangen van de wc-pot door een luxe uiitvoering;;;;Onderhoud
ONDERHOUDSORDERAFREKENWIJZE;AFK;Afkoop;VERVALLEN - Gebruik Afrekenwijzesoort.;;14-4-2023;;Onderhoud
ONDERHOUDSORDERAFREKENWIJZE;GAR;Garantie;VERVALLEN - Gebruik Afrekenwijzesoort.;;14-4-2023;;Onderhoud
ONDERHOUDSORDERAFREKENWIJZE;NCE;Nacalculatie eenheidsprijzen;VERVALLEN - Gebruik Afrekenwijzesoort.;;14-4-2023;;Onderhoud
ONDERHOUDSORDERAFREKENWIJZE;NCR;Nacalculatie regie;VERVALLEN - Gebruik Afrekenwijzesoort.;;14-4-2023;;Onderhoud
ONDERHOUDSORDERAFREKENWIJZE;VPR;Vaste prijs;VERVALLEN - Gebruik Afrekenwijzesoort.;;14-4-2023;;Onderhoud
ONDERHOUDSORDERSTATUS;AFG;Afgehandeld;De order is volledig technisch en financieel afgehandeld;;;;Onderhoud
ONDERHOUDSORDERSTATUS;FIN;Financieel afwikkelen;De order is technisch beoordeeld  en akkoord voor financiele afwikkeling. Op dat moment kan een eventueel externe onderhoudspartner de facturatie verzorgen van de onderhoudsorder;;;;Onderhoud
ONDERHOUDSORDERSTATUS;GEA;Geannuleerd;De order is geannuleerd;;;;Onderhoud
ONDERHOUDSORDERSTATUS;GUN;Order gegund;De order is verstrekt aan de uitvoerende partij;;;;Onderhoud
ONDERHOUDSORDERSTATUS;INB;In behandeling;De order is opgepakt door de uitvoerende partij (vakgroep of externe onderhoudspartner) nadat deze gepland is. Deze status kan ook gebruikt worden als algemene status voor het in behandeling hebben van de order door de uitvoerende partij (geen differentiatie tussen gegeund, gepland, etc);;;;Onderhoud
ONDERHOUDSORDERSTATUS;OFF;Offertetraject;Voor de order loopt een offertetraject bij 1 of meerdere partijen voordat gestart wordt met de uitvoering van de werkzaamheden.;;;;Onderhoud
ONDERHOUDSORDERSTATUS;PLN;Order gepland;De order is gepland door de uitvoerende partij;;;;Onderhoud
ONDERHOUDSORDERSTATUS;REG;Geregistreerd;De onderhoudsorder is slechts geregistreerd/vastgelegd;;;;Onderhoud
ONDERHOUDSORDERSTATUS;STE;Order in steekproef;De order is na uitvoering van de werkzaamheden in de steekproef gevallen en moet worden beoordeeld door de corporatie;;;;Onderhoud
ONDERHOUDSORDERSTATUS;TEC;Technisch gereed;De order is technisch gereed en de uitvoering kan inhoudelijk beoordeeld worden;;;;Onderhoud
ONDERHOUDSORDERSTATUS;WOG;Wacht op goedkeuring;Order wordt voordat deze gegund kan worden intern eerst beoordeeld.;;;;Onderhoud
ONDERHOUDSPECIALISME;ALA;Specialist Alarminstallaties;Specialisme die zich bezig houdt met de installatie en onderhoud van alarminstallaties en andere beveiligingsystemen;;;;Onderhoud
ONDERHOUDSPECIALISME;ASB;Specialist Asbestsanering;Inventarisatie en sanering van asbest;;;;Onderhoud
ONDERHOUDSPECIALISME;BLI;Specialist Bliksemgeleider;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;BLU;Specialist Blusmiddelen;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;BRA;Specialist Brandmeldinstallatie;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;CVI;CV Installateur;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;DAK;Dakdekker;Specialist die dakbedekking aanbrengt op platte en licht hellende daken. Gespecialiseerd in het toepassen en verwerken van diverse materialen die gebruikt worden om deze daken waterdicht en bestand te maken tegen verschillende weersinvloeden;;;;Onderhoud
ONDERHOUDSPECIALISME;DOM;Specialist Domotica;Specialist op het gebied van installatie en onderhoud van domotica-systemen;;;;Onderhoud
ONDERHOUDSPECIALISME;ELA;Elektriciën allrounder;De allrounder elektricien kan kleine elektra-werkzaamheden uitvoeren.Relatie met Ketenstandaard: competentiecode ELE - Electra;;;;Onderhoud
ONDERHOUDSPECIALISME;ELE;Elektriciën;Een volwaardige elektriciënRelatie met Ketenstandaard: competentiecode ELE - Electra;;;;Onderhoud
ONDERHOUDSPECIALISME;ELT;Specialist Elektrische Toegangsdeuren;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;GEI;Specialist Geiser;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;GLA;Glaszetter;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;HOV;Hovenier;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;HYD;Specialist Hydrofoor;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;INS;Inspecteur;Medewerker die een inspectie uit gaat voeren. Dit kan voorafgaand aan de opdracht zijn (bijvoorbeeld bij mutatie of reparatie) maar ook achteraf (steekproef-controle)Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor beschikbaar;;;;Onderhoud
ONDERHOUDSPECIALISME;LIF;Specialist Lift;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;LOA;Loodgieter allrounder;De allrounder loodgieter kan kleine loodgieter-werkzaamheden uitvoeren.Relatie met Ketenstandaard: competentiecode LOO  - Loodgieter;;;;Onderhoud
ONDERHOUDSPECIALISME;LOO;Loodgieter;Een volwaardige loodgieter. Relatie met Ketenstandaard: competentiecode LOO  - Loodgieter;;;;Onderhoud
ONDERHOUDSPECIALISME;ONG;Ongediertebestrijder;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;ONT;Ontstopper;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;OVE;Overig;Overige specialismen die niet onder één van de andere onderhoudspecialismen vallen;;;;Onderhoud
ONDERHOUDSPECIALISME;SCH;Schilder;Een volwaardige schilder;;;;Onderhoud
ONDERHOUDSPECIALISME;SCM;Schoonmaker;Algemene specialisme voor schoonmaken, onder andere in de woning maar ook zaken als dakgoot schoonmaken en graffiti verwijderen;;;;Onderhoud
ONDERHOUDSPECIALISME;STU;Stucadoor;Een volwaardige stucadoor. Relatie met Ketenstandaard: competentiecode STU - Stucen;;;;Onderhoud
ONDERHOUDSPECIALISME;TAL;Timmerman allrounder;De allrounder timmerman kan kleine timmer-werkzaamheden uitvoeren.Relatie met Ketenstandaard: competentiecode TIM - Timmerman;;;;Onderhoud
ONDERHOUDSPECIALISME;TEG;Tegelzetter;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;TIM;Timmerman;Een volwaardige timmermanRelatie met Ketenstandaard: competentiecode TIM - Timmerman;;;;Onderhoud
ONDERHOUDSPECIALISME;VOC;Specialist Vochtwering;Specialist voor schimmel en vocht bestrijding;;;;Onderhoud
ONDERHOUDSPECIALISME;WIT;Specialist Witgoed;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;WTW;Specialist MV/WTW;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;ZAN;Zandleverancier;VERVALLEN - Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige. Gebruik hiervoor HOV Hovenier.;;8-9-2023;;Onderhoud
ONDERHOUDSPECIALISME;ZON;Specialist Zonnepanelen;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSPECIALISME;ZWE;Specialist Zonwering;Binnen Ketenstandaard is hier op dit moment geen specifieke codering voor, vooralsnog gebruik maken van competentiecode OVE - Overige;;;;Onderhoud
ONDERHOUDSTAAKDETAILSTATUS;AFW;Klant niet aanwezig;De taak is onderbroken omdat de klant niet aanwezig is;;;ONDERHOUDSTAAKSTATUS.OND;Onderhoud
ONDERHOUDSTAAKDETAILSTATUS;DIS;Niet de juiste discipline;De taak is onderbroken omdat de vakman niet de juiste discipline heeft;;;ONDERHOUDSTAAKSTATUS.OND;Onderhoud
ONDERHOUDSTAAKDETAILSTATUS;INS;Inspectie/beoordeling vereist;De taak is onderbroken omdat inspectie/beoordeling door inspecteur noodzakelijk is;;;ONDERHOUDSTAAKSTATUS.OND;Onderhoud
ONDERHOUDSTAAKDETAILSTATUS;MAT;Materiaal bestellen;De taak is onderbroken omdat materiaal besteld moet worden;;;ONDERHOUDSTAAKSTATUS.OND;Onderhoud
ONDERHOUDSTAAKDETAILSTATUS;OFF;Offerte benodigd;De taak is onderbroken omdat een offerte nodig is;;;ONDERHOUDSTAAKSTATUS.OND;Onderhoud
ONDERHOUDSTAAKDETAILSTATUS;ONV;Onvoldoende tijd;De taak is onderbroken omdat er onvoldoende tijd voor de vakman is;;;ONDERHOUDSTAAKSTATUS.OND;Onderhoud
ONDERHOUDSTAAKSTATUS;CON;Concept  / aangemaakt;De taak in concept / aangemaakt;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;GEP;Gepland;Voor de taak is een afspraak gepland;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;GER;Gereed;De taak is gereed gemeld door de vakman;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;GES;Gesloten;De taak is administratief afgesloten;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;OND;Onderbroken;De taak is onderbroken door de vakman omdat hij niet verder kan met de uitvoering. Een reden kan zijn dat de vakman niet de juiste discipline heeft of dat er materiaal besteld moet worden;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;PAU;Gepauzeerd;De vakman heeft de uitvoering van de taak voor korte tijd gepauzeerd, bijvoorbeeld voor een lunchbreak;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;REI;Onderweg;De vakman is onderweg naar de onderhoudslocatie voor de uitvoering van de taak;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;UIT;In uitvoering;De vakman is bezig met de uitvoering van de taak.;;;;Onderhoud
ONDERHOUDSTAAKSTATUS;UWT;Uitwerktijd;De vakman is gereed met de uitvoering van de taak en zit in de uitwerktijd. Wordt gebruikt bij bijvoorbeeld het opruimen van het gereedschap in de bus na de werkzaamheden.;;;;Onderhoud
ONDERHOUDSVERZOEKSTATUS;AFG;Afgehandeld;Het onderhoudsverzoek is volledig afgehandeld;;;;Onderhoud
ONDERHOUDSVERZOEKSTATUS;BEO;Ter beoordeling;Voor de situatie dat het KCC een verzoek mag aanmaken maar niet als opdracht verstrekken. (Verschil in verantwoordelijkheid bedrijfsproces Klantbediening en Onderhouden eenheden);;;;Onderhoud
ONDERHOUDSVERZOEKSTATUS;FIN;Financieel afwikkelen;Het onderhoudsverzoek wordt financieel afgewikkeld. Dit kan betekenen dat er kosten in rekening gebracht worden bij huurders of derden (bijv. verzekering);;;;Onderhoud
ONDERHOUDSVERZOEKSTATUS;GEA;Geannuleerd;Het onderhoudsverzoek is geannuleerd, dat wil zeggen dat het verzoek niet  is uitgevoerd.;;;;Onderhoud
ONDERHOUDSVERZOEKSTATUS;INB;In behandeling;Het onderhoudsverzoek is in behandeling genomen en de uitvoering is nog niet afgerond;;;;Onderhoud
ONDERHOUDSVERZOEKSTATUS;REG;Geregistreerd;Het onderzhoudsverzoek is geregistreerd maar nog niet in behandeling genomen.;;;;Onderhoud
ONDERHOUDSVERZOEKSTATUS;TEC;Technisch gereed;Het onderhoudsverzoek is technisch afgehandeld en de uitvoering hiervan kan beoordeeld worden. Is het onderhoudsverzoek naar tevredenheid uitgevoerd?;;;;Onderhoud
OPLEIDINGSNIVEAU;HAD;HBO Associate degree;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPLEIDINGSNIVEAU;HAV;HAVO;;;;;Relaties
OPLEIDINGSNIVEAU;HBA;HBO Bachelor;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPLEIDINGSNIVEAU;HBO;Hoger beroepsonderwijs;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPLEIDINGSNIVEAU;HMA;HBO Master;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPLEIDINGSNIVEAU;HPM;HBO Postinitiële master;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPLEIDINGSNIVEAU;MBO;Middelbaar beroeps onderwijs;;;;;Relaties
OPLEIDINGSNIVEAU;POD;PostDoc;Gepromoveerd onderzoeker;;;;Relaties
OPLEIDINGSNIVEAU;PRO;Promovendus;Iemand die door een geaccrediteerde instelling formeel erkend is als iemand die uitzicht heeft op een promotie tot de academische graad van doctor.LET OP: In VERA 4.0 wordt code PRO vervangen door code PHD;;;;Relaties
OPLEIDINGSNIVEAU;VMB;Voorbereidend middelbaar beroeps onderwijs;;;;;Relaties
OPLEIDINGSNIVEAU;VWO;Voorbereidend wetenschappelijk onderwijs;;;;;Relaties
OPLEIDINGSNIVEAU;WBA;WO Bachelor;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPLEIDINGSNIVEAU;WMA;WO Master;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPLEIDINGSNIVEAU;WPM;WO Postinitiële master;Centraal Register Opleidingen Hoger Onderwijs (CROHO);;;;Relaties
OPPERVLAKTESOORT;BVO;Bruto vloeroppervlakte;De bruto oppervlakte van een eenheid(verblijfsobject) in gehele vierkante meters, gemeten conform NEN 2580.;23-06-2023;;;Vastgoed
OPPERVLAKTESOORT;FNO;Functioneel nuttig oppervlakte;De woon- of werkoppervlakte van een eenheid(verblijfsobject) in gehele vierkante meters, gemeten conform NEN 2580.;23-06-2023;;;Vastgoed
OPPERVLAKTESOORT;GBO;Gebruiksoppervlakte;De gebruiksoppervlakte van een eenheid(verblijfsobject) in gehele vierkante meters, gemeten conform NEN 2580.;23-06-2023;;;Vastgoed
OPPERVLAKTESOORT;GNO;Gerealiseerd nuttig oppervlakte;De gerealiseerd nuttig oppervlakte van een eenheid(verblijfsobject) in gehele vierkante meters, gemeten conform NEN 2580.;23-06-2023;;;Vastgoed
OPPERVLAKTESOORT;NVO;Netto vloeroppervlakte;De netto vloeroppervlakte van een eenheid(verblijfsobject) in gehele vierkante meters, gemeten conform NEN 2580.;23-06-2023;;;Vastgoed
OPPERVLAKTESOORT;VVO;Verhuurbare vloeroppervlakte;De verhuurbare vloeroppervlakte van een eenheid(verblijfsobject) in gehele vierkante meters, gemeten conform NEN 2580.;23-06-2023;;;Vastgoed
OPPERVLAKTESOORT;WOW;De woon of werk oppervlakte;De gebruiksoppervlakte van een eenheid(verblijfsobject) in gehele vierkante meters, gemeten conform NEN 2580.;23-06-2023;;;Vastgoed
OPZEGTERMIJN;12M;12 maanden;Voor de overeenkomst geldt een opzegtermijn van 12 maanden.;;;;Overeenkomsten
OPZEGTERMIJN;14D;14 dagen;Voor de overeenkomst geldt een opzegtermijn van 14 dagen.;22-9-2023;;;Overeenkomsten
OPZEGTERMIJN;1M;1 maand;Voor de overeenkomst geldt een opzegtermijn van 1 maand.;;;;Overeenkomsten
OPZEGTERMIJN;2M;2 maanden;Voor de overeenkomst geldt een opzegtermijn van 2 maanden.;22-9-2023;;;Overeenkomsten
OPZEGTERMIJN;3M;3 maanden;Voor de overeenkomst geldt een opzegtermijn van 3 maanden.;;;;Overeenkomsten
OPZEGTERMIJN;4W;4 weken;Voor de overeenkomst geldt een opzegtermijn van 4 weken.;;;;Overeenkomsten
OPZEGTERMIJN;6M;6 maanden;Voor de overeenkomst geldt een opzegtermijn van 6 maanden.;;;;Overeenkomsten
ORGANISATIEVORM;BUI;Buitenlandse rechtsvorm;Buitenlandse rechtsvorm  (Handelsregisterwet: art 5,d);;;;Relaties
ORGANISATIEVORM;BV;Besloten vennootschap met beperkte aansprakelijkheid;Besloten vennootschap met beperkte aansprakelijkheid (BV)  (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;COO;Coöperatie;Coöperatie  (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;CV;Commanditaire vennootschap;Commanditaire vennootschap (cv)  (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;EES;Europees Economisch Samenwerkingsverband;Europees Economisch Samenwerkingsverband  (Handelsregisterwet: art 5,c);;;;Relaties
ORGANISATIEVORM;EZ;Eenmanszaak;Eenmanszaak  (Handelsregisterwet: art 5,b);;;;Relaties
ORGANISATIEVORM;KERK;Kerkgenootschap;Kerkgenootschap (Handelsregisterwet: art 1, e);;;;Relaties
ORGANISATIEVORM;MTS;Maatschap;Maatschap  (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;NV;Naamloze vennootschap;Naamloze vennootschap (NV) (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;OVE;Overige rechtsvorm;Conform  (Handelsregisterwet: art 5,e);;;;Relaties
ORGANISATIEVORM;OW;Onderlinge waarborgmaatschappij;Onderlinge waarborgmaatschappij  (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;PUB;Publiekrechterlijke rechtspersoon;Publiekrechterlijke rechtspersoon (Handelsregisterwet: art 1, d);;;;Relaties
ORGANISATIEVORM;RED;Rederij;Rederij  (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;SCE;Europese coöperatieve vennootschap;Europese coöperatieve vennootschap (SCE) (Handelsregisterwet: art 5,c);;;;Relaties
ORGANISATIEVORM;SE;Europese naamloze vennootschap;Europese naamloze vennootschap (SE)  (Handelsregisterwet: art 5,c);;;;Relaties
ORGANISATIEVORM;STI;Stichting;Stichting (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;VER;Vereniging;Vereniging  (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;VOF;Vennootschap onder firma;Vennootschap onder firma (vof) (Handelsregisterwet: art 5,a);;;;Relaties
ORGANISATIEVORM;VVE;Vereniging van eigenaars;Vereniging van eigenaars (Handelsregisterwet: art 6, 1, b);;;;Relaties
OVEREENKOMSTDETAILSOORT;BEP;Bepaalde tijd;Arbeidsovereenkomst voor bepaalde tijd.;26-08-2022;;OVEREENKOMSTSOORT.ARB;Overeenkomsten
OVEREENKOMSTDETAILSOORT;BOG;Bedrijfsonroerendgoed;Verhuur van vastgoed voor zakelijke doeleinden.;;;OVEREENKOMSTSOORT.HUU;Overeenkomsten
OVEREENKOMSTDETAILSOORT;CAM;Campuscontract;Een campuscontract is een huurovereenkomst die direct is gekoppeld aan een inschrijving bij een onderwijsinstelling. Bij beeindiging inschrijving eindigt ook de overeenkomst.;;;OVEREENKOMSTSOORT.HUU;Overeenkomsten
OVEREENKOMSTDETAILSOORT;FLE;Flexcontract;Huurovereenkomst voor een flexwoning: de einddatum van de omgevingsvergunning die voor de woning is afgegeven is een opzeggrond voor de huurovereenkomst (artikel 7:271 lid 4 BW).;28-7-2023;;OVEREENKOMSTSOORT.HUU;Overeenkomsten
OVEREENKOMSTDETAILSOORT;INS;Inschrijving;VERVALLEN - Gebruik overeenkomstsoort Inschrijving.;;22-9-2023;;Overeenkomsten
OVEREENKOMSTDETAILSOORT;JON;Jongerencontract;Jongeren tussen 18 en 28 jaar kunnen een huurcontract voor vijf jaar krijgen voor een geschikte woning voor jongeren.;;;OVEREENKOMSTSOORT.HUU;Overeenkomsten
OVEREENKOMSTDETAILSOORT;KGA;Koopgarant;Verkoop van een woning tegen lagere prijs dan de marktwaarde en de garantie dat de corporatie of ontwikkelaar de woning binnen 3 maanden zal terugkopen indien gewenst.;;;OVEREENKOMSTSOORT.KOO;Overeenkomsten
OVEREENKOMSTDETAILSOORT;MGE;MGE constructie;Verkoop met Maatschappelijk Gebonden Eigendom.;;;OVEREENKOMSTSOORT.KOO;Overeenkomsten
OVEREENKOMSTDETAILSOORT;NIE;Nieuwsbrief;Nieuwsbrief voor marketing doeleinden.;;;OVEREENKOMSTSOORT.SER;Overeenkomsten
OVEREENKOMSTDETAILSOORT;NUL;Nul-uren contract;Nul-uren arbeidsovereenkomst;26-08-2022;;OVEREENKOMSTSOORT.ARB;Overeenkomsten
OVEREENKOMSTDETAILSOORT;OBE;Onbepaalde tijd;Arbeidsovereenkomst voor onbepaalde tijd;26-08-2022;;OVEREENKOMSTSOORT.ARB;Overeenkomsten
OVEREENKOMSTDETAILSOORT;ONB;Onbepaalde tijd contract;Regulier huurcontract zonder einddatum.;;;OVEREENKOMSTSOORT.HUU;Overeenkomsten
OVEREENKOMSTDETAILSOORT;PER;Persoonlijke woonkrant;Nieuwsbrief met gepersonificeerd aanbod. (Digizine);;;OVEREENKOMSTSOORT.SER;Overeenkomsten
OVEREENKOMSTDETAILSOORT;PRO;Nieuwbouwinformatie;Abonnement of nieuwsbrief met informatie over nieuwbouw projecten en/of vastgoed ontwikkelingen.;;;OVEREENKOMSTSOORT.SER;Overeenkomsten
OVEREENKOMSTDETAILSOORT;SHS;ShortStay;Short stay is het tijdelijk wonen in een zelfstandige woning voor een periode van tenminste zeven nachten en maximaal zes maanden;;;OVEREENKOMSTSOORT.HUU;Overeenkomsten
